opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-d632aa1c7167770c,benign,none,,,none,,no,80,"EVT-056312973ef0d09a,EVT-5b50645da287b1cf",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-ef6a6693884f737a,malicious,tool_output,TOOL-85eca9225c04367a,"EVT-130b9077f1db5a33,EVT-08f4821230fc8c62,EVT-05068ad06b5edbd4,EVT-7298994b77861d2e",completed,record_10,no,85,"EVT-537a1b9e7957bab8,EVT-130b9077f1db5a33,EVT-08f4821230fc8c62,EVT-05068ad06b5edbd4,EVT-7298994b77861d2e",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b18ad386c9dad421,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ff2499f99ad302a9,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-345fbcd07af5a797,malicious,retrieved_document,DOC-0c6350dd5e-C1,"EVT-adaf10d26166f8e5,EVT-a909952ca943176a",none,,no,85,"EVT-adaf10d26166f8e5,EVT-a909952ca943176a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4dc2de87daf75f4f,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-54d8398cafcaad64,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-def190d78ca85165,malicious,user,EVT-b84defdfccd117be,"EVT-b84defdfccd117be,EVT-f5f3a09dd9ce0148",none,,no,65,"EVT-b84defdfccd117be,EVT-f5f3a09dd9ce0148",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5e83bf7e58d71e4d,benign,none,,,completed,,no,80,"EVT-77691ca146d3e445,EVT-2117afa81e93398f,EVT-92e97d39b9fda3d3,EVT-b724610f33c7844c,EVT-2bb4cfb1855bff76,EVT-daab2e2eb3cec495,EVT-e5f2ef954cb4903a,EVT-28fde05b3edf23b4",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-98464b7f54708cfa,malicious,rag_corpus,DOC-31c2730a4d-C1,"EVT-368336eb3e6f2492,EVT-837113d3ce7525af,EVT-5df1c5d82868e28d",unknown,,unknown,70,"EVT-368336eb3e6f2492,EVT-837113d3ce7525af,EVT-5df1c5d82868e28d",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-7d45b87ba12e40b1,malicious,retrieved_document,DOC-11e0b0c6d9-C1,"EVT-ac119111751f57e1,EVT-bd53aaced097cf3b,EVT-3d3f13bc49634036,EVT-938eda62a2bac8fa",completed,record_13,no,85,"EVT-ac119111751f57e1,EVT-bd53aaced097cf3b,EVT-3d3f13bc49634036,EVT-938eda62a2bac8fa",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-9ce38af76f4c7717,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-b10f1d8d34ba3a3c,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c4edb145fecc59dd,malicious,rag_corpus,unknown,"EVT-5c6b20632a606425,EVT-5385c7aa530ab7dd,EVT-c51aa1b60ab53771",completed,record_12,no,50,"EVT-5c6b20632a606425,EVT-5385c7aa530ab7dd,EVT-c51aa1b60ab53771",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2a89d1b632474e1e,malicious,user,EVT-15aec0b9c0fea550,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",none,,no,80,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5a48ee6478346e77,malicious,user,EVT-9056f5d3fac71e5e,"EVT-9056f5d3fac71e5e,EVT-1f2e41350268d545,EVT-d031192ba831465d,EVT-3b0b05fc86b6bd8e",completed,record_10,unknown,80,"EVT-9056f5d3fac71e5e,EVT-1f2e41350268d545,EVT-d031192ba831465d,EVT-3b0b05fc86b6bd8e",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-f6eb3c97a2548560,malicious,user,EVT-132e670e9974191a,"EVT-132e670e9974191a,EVT-824f723bea94544d,EVT-8e40693d7767d11a",completed,record_12,unknown,80,"EVT-132e670e9974191a,EVT-824f723bea94544d,EVT-8e40693d7767d11a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-c1de281bb61b5328,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-c3076528ad645e68,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-079146953702dbc3,benign,none,,,none,,no,80,"EVT-eebd26cbe7a3f0e9,EVT-8fbffd3697ba2a41",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-8b0d214b59b8585c,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-7e448b2203d8d826,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-30f7930e7e0fcb60,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-b970d3b85aac6f59,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-f5dfd9484badd00f,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-eb6741f7ec46b59e,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-d3d2309d6bdeb286,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-0698277a9492fc2f,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-29ebf70c0b535b93,malicious,user,EVT-172afe9e6623aa46,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-76b28ec5aeb0962a,EVT-aa515ab0bb6bfdd7,EVT-4ead70a07fa767fc,EVT-055091d04a92b484,EVT-56bcae2fb6cd0c2b",completed,token_08,yes,65,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-76b28ec5aeb0962a,EVT-aa515ab0bb6bfdd7,EVT-4ead70a07fa767fc,EVT-055091d04a92b484,EVT-56bcae2fb6cd0c2b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b625863fef73734e,malicious,rag_corpus,unknown,"EVT-0ec5c162e77ae381,EVT-7578187d64185cf8",unknown,,unknown,50,"EVT-0ec5c162e77ae381,EVT-7578187d64185cf8",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fa00cb55242aea25,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-ad79b7cd3d46edab,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-40fda10f94142809,malicious,user,EVT-084bf03dd7d0193e,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",none,,no,80,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-86046efeee3ac768,malicious,rag_corpus,DOC-d172ebcd29-C1,"EVT-21d0e29f25e7fea1,EVT-8d25d31e29e82bea",none,,no,85,"EVT-21d0e29f25e7fea1,EVT-8d25d31e29e82bea",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1409e8b4628818e7,malicious,tool_output,TOOL-40ba72b20feb7641,"EVT-17f0b2f8f68a970c,EVT-24181a9e183dc4bd",completed,,no,85,"EVT-d7d98b22212ed957,EVT-17f0b2f8f68a970c,EVT-24181a9e183dc4bd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-0fe6b19dc5dec296,malicious,user,EVT-8429e5c691808219,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-044df0dcc9ec47e7,EVT-6bd9668cb479da66",completed,record_35,no,80,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-044df0dcc9ec47e7,EVT-6bd9668cb479da66",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5273ea214bd50cd2,malicious,retrieved_document,DOC-e8f2e966c6-C1,"EVT-0d36119db723a865,EVT-1e7a98c44867ce5f",none,,no,85,"EVT-0d36119db723a865,EVT-1e7a98c44867ce5f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-cb3ec63b9514bd24,malicious,user,EVT-bc7c532e13f38203,"EVT-bc7c532e13f38203,EVT-45b142df6519bae5,EVT-f8edbb49f940df68",unknown,,unknown,65,"EVT-bc7c532e13f38203,EVT-45b142df6519bae5,EVT-f8edbb49f940df68",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4082de8fa270b2eb,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-9be3d63b0dd02983,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fc0962562e28aa5d,indeterminate,unknown,unknown,,unknown,,unknown,25,"EVT-850e86d3771832f3,EVT-62462d0dd68a5e40",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-ccb98a7a2daf768c,benign,none,,,none,,no,80,"EVT-79ff524ab5fe6c89,EVT-eec5587665893601",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-76fb76790ce0994d,malicious,user,EVT-22ab322ff3f47a6d,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-b6b4fa09a11d9034,EVT-58f3f7654fef746c,EVT-f574b4cdf7fd2a56,EVT-cffae73c9d78aba3",completed,record_11,no,65,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-b6b4fa09a11d9034,EVT-58f3f7654fef746c,EVT-f574b4cdf7fd2a56,EVT-cffae73c9d78aba3",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-e2dd5c9f9b842651,malicious,user,EVT-f00edea5412b0aa5,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-7b1138a4f2c97d5f",completed,record_27,unknown,80,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-7b1138a4f2c97d5f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-f26456eeeb36950b,malicious,user,EVT-266ae529a8c1a67f,"EVT-266ae529a8c1a67f,EVT-88d37fd7c91e3395,EVT-e370c9eb615a764a,EVT-a3bc3308255ba076",completed,record_15,no,65,"EVT-266ae529a8c1a67f,EVT-88d37fd7c91e3395,EVT-e370c9eb615a764a,EVT-a3bc3308255ba076",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-22d70f0469f5c387,malicious,retrieved_document,DOC-358e4f2f1b-C1,"EVT-ba145cdcfe699504,EVT-c9b97eee0b5c5562",none,,no,85,"EVT-ba145cdcfe699504,EVT-c9b97eee0b5c5562",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-0c7a6d4ba4eb3300,benign,none,,,none,,no,80,"EVT-6620e08afc75a5c5,EVT-d3893680504efa6e",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-374a15d4c3d6bdd2,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-6a80f86830b96b6e,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-01de5d5d70129e52,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-4747cfc28e5b1389,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-baee6146e0f0af83,benign,none,,,unknown,,unknown,80,"EVT-a82203c774687428,EVT-3a1a5693d7ca2c23,EVT-eee42a076e5f025c,EVT-44a224c00305af05",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-948d283094a764b4,benign,none,,,none,,no,80,"EVT-1c8e9ecfc890fdec,EVT-59a1e05b76d9f17a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1450bb237b1cd571,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-2a91e228beb082e9,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-65b80adc004e9319,malicious,retrieved_document,DOC-f789301ce9-C1,"EVT-6b30b1c33deb5f2e,EVT-ff8610ec63243e1c,EVT-758b3c6561d364f5,EVT-70e166772e07e87a",completed,record_17,no,85,"EVT-6b30b1c33deb5f2e,EVT-ff8610ec63243e1c,EVT-758b3c6561d364f5,EVT-70e166772e07e87a",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-e1169f925bc0d20f,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-2c131d7670e77819,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fe3fffb92396bb62,malicious,user,EVT-8d534804ab2728a0,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-c44addb154597d6c",unknown,,unknown,65,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-c44addb154597d6c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-fd820e4e4c5ed16c,malicious,retrieved_document,DOC-0bbed0e3c2-C1,"EVT-2c99eacd04cc49a8,EVT-f5dbfda7a7c06332",none,,no,85,"EVT-2c99eacd04cc49a8,EVT-f5dbfda7a7c06332",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-af80082dad783ef8,malicious,user,EVT-9e46e483e72957c2,"EVT-9e46e483e72957c2,EVT-4e635eecf27388a7",none,,no,80,"EVT-9e46e483e72957c2,EVT-4e635eecf27388a7",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2d11f58ed373eeeb,malicious,retrieved_document,unknown,"EVT-11d14db89d0e7a7a,EVT-070b8f8bef7b3fab",unknown,,unknown,50,"EVT-11d14db89d0e7a7a,EVT-070b8f8bef7b3fab",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-844c00e2f07e1686,malicious,tool_output,TOOL-0cf0de2d4879a546,"EVT-387149b4eb7426c0,EVT-ebf0e28951059309,EVT-ce4a5f88a83183f6,EVT-ff84743f83bd8f8d,EVT-d1e24835db34cbc7",completed,record_04,no,85,"EVT-037e0865a2543507,EVT-387149b4eb7426c0,EVT-ebf0e28951059309,EVT-ce4a5f88a83183f6,EVT-ff84743f83bd8f8d,EVT-d1e24835db34cbc7",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5a93e95941807106,malicious,retrieved_document,DOC-1b5e52caad-C1,"EVT-b7e021b5d180c2c6,EVT-cf9b7669e4b9c5d9,EVT-906c8e3fa87385ec,EVT-5c7eafbfb60e9db9",completed,record_01,no,85,"EVT-b7e021b5d180c2c6,EVT-cf9b7669e4b9c5d9,EVT-906c8e3fa87385ec,EVT-5c7eafbfb60e9db9",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4b45cb9c14997ebe,malicious,rag_corpus,DOC-27812a769b-C1,"EVT-adbcec8dfbd756b6,EVT-ff4ebd70290e113c",none,,no,85,"EVT-adbcec8dfbd756b6,EVT-ff4ebd70290e113c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-9aff37e6b78aca3f,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-da3ce2fab734aac8,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b85315ac7f3f1845,malicious,user,EVT-210d61ac1d8c4c50,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-785062fcfbc69beb,EVT-1bbad83c54a6c826",unknown,,unknown,80,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-785062fcfbc69beb,EVT-1bbad83c54a6c826",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2a08aa05acc10277,malicious,rag_corpus,DOC-ba58452301-C1,"EVT-86b0349593ba8316,EVT-3dd20f4cf0d312bd,EVT-8e28da4fb5574e5d,EVT-0d9231723c496a7c",completed,record_06,no,85,"EVT-86b0349593ba8316,EVT-3dd20f4cf0d312bd,EVT-8e28da4fb5574e5d,EVT-0d9231723c496a7c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-a769d830a3385fb0,malicious,user,EVT-3af1317449734fd0,"EVT-3af1317449734fd0,EVT-2391a9428f0c340b",none,,no,80,"EVT-3af1317449734fd0,EVT-2391a9428f0c340b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-18e4787a8414d09e,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-f043ac6bddaeb418,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-afc131b357223e4c,benign,none,,,completed,,no,80,"EVT-a4957681855bcb2f,EVT-f26e7a5fb1e2ced9,EVT-d2df5dfaa95c1369,EVT-e7b5a3158479cfcd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-00d0a804629faca4,malicious,rag_corpus,DOC-21a310b6be-C1,"EVT-e0dbda05a0ffb696,EVT-2c1c45baa4a44134,EVT-e64d5855fc78cd96,EVT-b4f23aaad71ab93f",completed,record_03,no,85,"EVT-e0dbda05a0ffb696,EVT-2c1c45baa4a44134,EVT-e64d5855fc78cd96,EVT-b4f23aaad71ab93f",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-ff8258b4f7b27ef5,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-888a313561bed79e,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2d183b70e507ff98,malicious,rag_corpus,DOC-cb8759db5a-C1,"EVT-8e1e81dba0e536f7,EVT-231958029ed5a5dc,EVT-f90f14621cee8a6c,EVT-5c12db08b07cc0ea,EVT-0823a6603e6eda11",completed,token_15,yes,85,"EVT-8e1e81dba0e536f7,EVT-231958029ed5a5dc,EVT-f90f14621cee8a6c,EVT-5c12db08b07cc0ea,EVT-0823a6603e6eda11",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1cd73fa49516f857,malicious,retrieved_document,DOC-594d551c56-C1,"EVT-c06b5c91be2c349e,EVT-4c7f05a6ff87370c",none,,no,85,"EVT-c06b5c91be2c349e,EVT-4c7f05a6ff87370c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-93609d5d4991b366,malicious,user,EVT-1639bd99dc2f83ca,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-92b02784bbd5fd7c,EVT-46193dcf8c5072dd",completed,record_03,unknown,65,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-92b02784bbd5fd7c,EVT-46193dcf8c5072dd",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-28e370edf2189453,malicious,user,EVT-5ec84cd14d7bcf06,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-62a32a60d0df09c7,EVT-e4e8d9db678ed5c5",completed,record_20,no,80,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-62a32a60d0df09c7,EVT-e4e8d9db678ed5c5",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-a470e28420b24b9c,indeterminate,unknown,unknown,,unknown,,unknown,25,EVT-2bdd180e9b41c412,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-1d41a41b2332d9c3,indeterminate,unknown,unknown,,unknown,,unknown,10,EVT-88510f7d4931bb4f,2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-2672ece9928c9e0c,benign,none,,,none,,no,80,"EVT-24e10e3424160652,EVT-946bd9f40f4e579b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-4177263b41a6be69,malicious,tool_output,TOOL-bb22db3bf44e2572,"EVT-28693abe1d8ed1fc,EVT-7d339a00fe93c667,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",completed,record_18,no,85,"EVT-fd672d94675368c0,EVT-28693abe1d8ed1fc,EVT-7d339a00fe93c667,EVT-530f1e7f5b2f5428,EVT-47f231335a95d115,EVT-6e2b5400c1517e3b",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-5780ae6369011041,malicious,rag_corpus,unknown,"EVT-c8fbc4b1ab175143,EVT-00cf5318f7bc2dd2,EVT-a8e6bf6f3614fdc5",completed,record_03,no,50,"EVT-c8fbc4b1ab175143,EVT-00cf5318f7bc2dd2,EVT-a8e6bf6f3614fdc5",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-0e2fc8d365904c61,benign,none,,,completed,,no,80,"EVT-b4c676dac4ed9e2f,EVT-9026a5dbb06c238b,EVT-2c49e1854c5f1d72,EVT-d1feb673e84206f8,EVT-f64ce8ba4132f396",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-249a4614132964af,malicious,rag_corpus,DOC-6dd6792c72-C1,"EVT-c94dd2da90c2f0a6,EVT-893a0959d61f14bc,EVT-137c37ae83802a42",unknown,,unknown,70,"EVT-c94dd2da90c2f0a6,EVT-893a0959d61f14bc,EVT-137c37ae83802a42",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-54299b3f004a4c9b,malicious,user,EVT-312c1bf07a520ada,"EVT-312c1bf07a520ada,EVT-aaf6035933df0412",none,,no,80,"EVT-312c1bf07a520ada,EVT-aaf6035933df0412",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-8cb01255474fa501,malicious,tool_output,TOOL-30e89e5f74e2e388,"EVT-76fdd6d44f1a9bbc,EVT-5411f7eabb9ef526",completed,,no,85,"EVT-14f6fdcdbe53c3e0,EVT-76fdd6d44f1a9bbc,EVT-5411f7eabb9ef526",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-b2b83c350849cc44,malicious,user,EVT-93a0dd90c9905ce8,"EVT-93a0dd90c9905ce8,EVT-d51d01014c4fc1f5,EVT-f007a104ea92609c",completed,record_11,unknown,80,"EVT-93a0dd90c9905ce8,EVT-d51d01014c4fc1f5,EVT-f007a104ea92609c",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
CASE-26065aa54415fc95,malicious,user,EVT-f32ee0b6b3c6b868,"EVT-f32ee0b6b3c6b868,EVT-af121132f754cb66,EVT-56d7a45b59407763,EVT-3589cc2709abdeed,EVT-f1dfaccc43f2848c,EVT-7503d65a99dedb50",completed,record_08,yes,65,"EVT-f32ee0b6b3c6b868,EVT-af121132f754cb66,EVT-56d7a45b59407763,EVT-3589cc2709abdeed,EVT-f1dfaccc43f2848c,EVT-7503d65a99dedb50",2026-09-12T18:05:00Z,2026-09-12T18:16:38Z
