opaque_case_token,incident_class,injection_channel,injection_object_id,ordered_event_ids,tool_action,affected_resource_ids,external_effect,confidence_0_100,supporting_event_ids,start_time_utc,submit_time_utc
CASE-9e9155a7144e7dde,benign,none,,,none,,no,80,"EVT-88510f7d4931bb4f,EVT-0bdb7a0f966013f9,EVT-06965496486a8ed4",2026-09-12T19:35:00Z,2026-09-12T19:36:30Z
CASE-9dc96649ad921823,benign,none,,,none,,no,80,"EVT-6692711986f046a1,EVT-97d1d0446b46beec",2026-09-12T19:37:00Z,2026-09-12T19:38:30Z
CASE-a4cacd8039e57786,malicious,rag_corpus,DOC-074dd7be96-C1,"EVT-e324b9f5de55f2c5,EVT-9e197fc45a67600e,EVT-50c942f15869275e",none,,no,82,"EVT-e324b9f5de55f2c5,EVT-9e197fc45a67600e,EVT-50c942f15869275e",2026-09-12T19:39:00Z,2026-09-12T19:40:30Z
CASE-de94b38df1176716,malicious,user,EVT-b84defdfccd117be,"EVT-b84defdfccd117be,EVT-f5f3a09dd9ce0148",none,,unknown,88,"EVT-b84defdfccd117be,EVT-f5f3a09dd9ce0148",2026-09-12T19:41:00Z,2026-09-12T19:42:30Z
CASE-04e648ebef50bfaf,malicious,unknown,unknown,"EVT-2214afeb402366f3,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",unknown,,no,55,"EVT-2214afeb402366f3,EVT-a4185ea9251e36a0,EVT-5bc205feb27ba61a",2026-09-12T19:43:00Z,2026-09-12T19:44:30Z
CASE-086f020250da1972,malicious,rag_corpus,DOC-fc91de8738-C1,"EVT-51cba199ad95b003,EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",none,,no,82,"EVT-51cba199ad95b003,EVT-be815fe78e01cdd9,EVT-3e227076d33210d8",2026-09-12T19:45:00Z,2026-09-12T19:46:30Z
CASE-7bddbb1129aaa8d3,malicious,user,EVT-3046d49e09bf0492,"EVT-3046d49e09bf0492,EVT-c1dc7cc943278662",none,,unknown,88,"EVT-3046d49e09bf0492,EVT-c1dc7cc943278662",2026-09-12T19:47:00Z,2026-09-12T19:48:30Z
CASE-7d13500629fdeb33,malicious,user,EVT-20132556e3a3c3a5,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-9b70d55b3553004a,EVT-37df7a62a834c3c3,EVT-2b14980aa3612fe7,EVT-debcb779936114a9",completed,record_18,yes,75,"EVT-20132556e3a3c3a5,EVT-69dca700246a1e12,EVT-9b70d55b3553004a,EVT-37df7a62a834c3c3,EVT-2b14980aa3612fe7,EVT-debcb779936114a9",2026-09-12T19:49:00Z,2026-09-12T19:50:30Z
CASE-f6382305b485943e,malicious,user,EVT-26729d9022ad8ee2,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",none,,unknown,88,"EVT-26729d9022ad8ee2,EVT-5c43d01fb9a4bdf5",2026-09-12T19:51:00Z,2026-09-12T19:52:30Z
CASE-2e654c0402327615,malicious,user,EVT-8d534804ab2728a0,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-c44addb154597d6c",unknown,,no,88,"EVT-8d534804ab2728a0,EVT-4dd71d7732001cbd,EVT-c44addb154597d6c",2026-09-12T19:53:00Z,2026-09-12T19:54:30Z
CASE-01c100f998f09ddc,benign,none,,,completed,,yes,80,"EVT-c94f3c97acc331e4,EVT-eb7a689aaa582b42,EVT-6e34d3e571e6e7e3,EVT-a6f278c7cc293650,EVT-9f2098cb6f3064e8",2026-09-12T19:55:00Z,2026-09-12T19:56:30Z
CASE-89853aefca8ef847,malicious,rag_corpus,DOC-8e4a728b3c-C1,"EVT-0105e10a4941500c,EVT-b8390b30eb87418a,EVT-c300ec1effe0a351,EVT-345d0547735abba9",unknown,,no,82,"EVT-0105e10a4941500c,EVT-b8390b30eb87418a,EVT-c300ec1effe0a351,EVT-345d0547735abba9",2026-09-12T19:57:00Z,2026-09-12T19:58:30Z
CASE-cdfe19912e5d79c2,malicious,user,EVT-1639bd99dc2f83ca,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-4d9987e476ea0fb9,EVT-92b02784bbd5fd7c,EVT-ec3cf230bbe22105,EVT-46193dcf8c5072dd",completed,record_03,unknown,88,"EVT-1639bd99dc2f83ca,EVT-d28d938e782d83c1,EVT-4d9987e476ea0fb9,EVT-92b02784bbd5fd7c,EVT-ec3cf230bbe22105,EVT-46193dcf8c5072dd",2026-09-12T19:59:00Z,2026-09-12T20:00:30Z
CASE-8c50fb02e1dcf87e,malicious,user,EVT-5ec84cd14d7bcf06,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-62a32a60d0df09c7,EVT-e4e8d9db678ed5c5",completed,record_20,no,88,"EVT-5ec84cd14d7bcf06,EVT-ecdac9209b7677a9,EVT-62a32a60d0df09c7,EVT-e4e8d9db678ed5c5",2026-09-12T20:01:00Z,2026-09-12T20:02:30Z
CASE-098155245d4ba4d4,benign,none,,,none,,no,80,"EVT-4fb14032c800abe3,EVT-5d2e4ca8b7a948f1,EVT-e9f2abae467adc0a",2026-09-12T20:03:00Z,2026-09-12T20:04:30Z
CASE-53fc47c6e3d9db9d,malicious,unknown,unknown,"EVT-c3076528ad645e68,EVT-b18b8d7e2797a253,EVT-459a2484ada0ab15",unknown,,no,55,"EVT-c3076528ad645e68,EVT-b18b8d7e2797a253,EVT-459a2484ada0ab15",2026-09-12T20:05:00Z,2026-09-12T20:06:30Z
CASE-d31c386335866b78,malicious,rag_corpus,DOC-3f1538ff72-C1,"EVT-9d543f1cf0730291,EVT-e74a7fe3248bf6e8,EVT-3eac80d2e7ee5dc6,EVT-108bb2525bf6dc67",none,,no,82,"EVT-9d543f1cf0730291,EVT-e74a7fe3248bf6e8,EVT-3eac80d2e7ee5dc6,EVT-108bb2525bf6dc67",2026-09-12T20:07:00Z,2026-09-12T20:08:30Z
CASE-50ff3ef71c9aeca9,malicious,user,EVT-5045736c00201bf1,"EVT-5045736c00201bf1,EVT-05de20a1de25d9f5,EVT-99c601456569e71d",unknown,,no,88,"EVT-5045736c00201bf1,EVT-05de20a1de25d9f5,EVT-99c601456569e71d",2026-09-12T20:09:00Z,2026-09-12T20:10:30Z
CASE-9808eab188f6497c,benign,none,,,none,,no,80,"EVT-6bcfad3296999525,EVT-6e5e9c5a775732fb",2026-09-12T20:11:00Z,2026-09-12T20:12:30Z
CASE-f5bff0cd82ae50e6,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-3e32ff3f5e5b3595,2026-09-12T20:13:00Z,2026-09-12T20:14:30Z
CASE-d9760d5376b19b34,malicious,user,EVT-15aec0b9c0fea550,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",none,,unknown,88,"EVT-15aec0b9c0fea550,EVT-abdc287ce4a365bc",2026-09-12T20:15:00Z,2026-09-12T20:16:30Z
CASE-07e749e7482a5d7a,malicious,unknown,unknown,"EVT-85eca9225c04367a,EVT-93996933342d77c6,EVT-537a1b9e7957bab8,EVT-08f4821230fc8c62,EVT-7298994b77861d2e",unknown,,no,55,"EVT-85eca9225c04367a,EVT-93996933342d77c6,EVT-537a1b9e7957bab8,EVT-08f4821230fc8c62,EVT-7298994b77861d2e",2026-09-12T20:17:00Z,2026-09-12T20:18:30Z
CASE-c63a19594bd210e5,malicious,user,EVT-22ab322ff3f47a6d,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-b6b4fa09a11d9034,EVT-58f3f7654fef746c,EVT-f574b4cdf7fd2a56,EVT-cffae73c9d78aba3",completed,record_11,unknown,88,"EVT-22ab322ff3f47a6d,EVT-dcdce39e1b7714a4,EVT-b6b4fa09a11d9034,EVT-58f3f7654fef746c,EVT-f574b4cdf7fd2a56,EVT-cffae73c9d78aba3",2026-09-12T20:19:00Z,2026-09-12T20:20:30Z
CASE-f7be98cd94b9343f,benign,none,,,none,,no,80,"EVT-8cc1d077f060937e,EVT-056312973ef0d09a,EVT-5b50645da287b1cf",2026-09-12T20:21:00Z,2026-09-12T20:22:30Z
CASE-3aed4490e0bb9ab9,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-7270f9feff9f04db,2026-09-12T20:23:00Z,2026-09-12T20:24:30Z
CASE-b4780e2264837eb7,malicious,unknown,unknown,"EVT-e2714322cee32628,EVT-5cc751207177e7cd,EVT-c4588dc2ed179797,EVT-f256a4c62498000a",completed,record_15,no,55,"EVT-e2714322cee32628,EVT-5cc751207177e7cd,EVT-c4588dc2ed179797,EVT-f256a4c62498000a",2026-09-12T20:25:00Z,2026-09-12T20:26:30Z
CASE-9fa484fd3965e6b2,malicious,user,EVT-da3ce2fab734aac8,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",completed,record_09,no,88,"EVT-da3ce2fab734aac8,EVT-af9576aa0d7ae63a,EVT-aef87153c9f9850f,EVT-7d28ce85720700a8",2026-09-12T20:27:00Z,2026-09-12T20:28:30Z
CASE-986c9f1e2a97b142,malicious,user,EVT-210d61ac1d8c4c50,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-435beeb3c40506c6,EVT-785062fcfbc69beb,EVT-b677976d1aea5264,EVT-a34736d4033dbdfa,EVT-1bbad83c54a6c826",completed,record_21,yes,88,"EVT-210d61ac1d8c4c50,EVT-dc18b56aa273f22f,EVT-435beeb3c40506c6,EVT-785062fcfbc69beb,EVT-b677976d1aea5264,EVT-a34736d4033dbdfa,EVT-1bbad83c54a6c826",2026-09-12T20:29:00Z,2026-09-12T20:30:30Z
CASE-1cf80ea8959d5ab0,malicious,user,EVT-bcbad56f8cfca201,"EVT-bcbad56f8cfca201,EVT-91e8cff9e131ef6d,EVT-a4928918d4995dd5,EVT-5a23565bcedffc9a",completed,record_19,no,75,"EVT-bcbad56f8cfca201,EVT-91e8cff9e131ef6d,EVT-a4928918d4995dd5,EVT-5a23565bcedffc9a",2026-09-12T20:31:00Z,2026-09-12T20:32:30Z
CASE-6c7e115790becbf8,benign,none,,,none,,no,80,"EVT-4b51af6037b621e6,EVT-cce0430ae95c4c88",2026-09-12T20:33:00Z,2026-09-12T20:34:30Z
CASE-337b275f90a85f3b,malicious,user,EVT-9056f5d3fac71e5e,"EVT-9056f5d3fac71e5e,EVT-1f2e41350268d545,EVT-d031192ba831465d,EVT-3b0b05fc86b6bd8e",unknown,,unknown,75,"EVT-9056f5d3fac71e5e,EVT-1f2e41350268d545,EVT-d031192ba831465d,EVT-3b0b05fc86b6bd8e",2026-09-12T20:35:00Z,2026-09-12T20:36:30Z
CASE-5c5382bb739565b5,malicious,unknown,unknown,"EVT-559e5e523481acd5,EVT-ae6b1d008185eb13,EVT-43cc9030a9cee679,EVT-ad558eda9943807c",completed,,no,55,"EVT-559e5e523481acd5,EVT-ae6b1d008185eb13,EVT-43cc9030a9cee679,EVT-ad558eda9943807c",2026-09-12T20:37:00Z,2026-09-12T20:38:30Z
CASE-703b16513e9e4f13,malicious,user,EVT-084bf03dd7d0193e,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",none,,unknown,88,"EVT-084bf03dd7d0193e,EVT-f93a7cad9a32688b",2026-09-12T20:39:00Z,2026-09-12T20:40:30Z
CASE-751f0d02d237ecb7,malicious,rag_corpus,DOC-0e3db72a1b-C1,"EVT-53857dc92652074c,EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",unknown,,no,82,"EVT-53857dc92652074c,EVT-7253895c624bce46,EVT-47c13ea9a1bd3ed1,EVT-5a6ea3caea690b0b",2026-09-12T20:41:00Z,2026-09-12T20:42:30Z
CASE-b005494dfcb0f397,malicious,tool_output,TOOL-8bfc15042aa04aac,"EVT-8bfc15042aa04aac,EVT-3e8ee7536461560d,EVT-26a05a1e9ca7b340,EVT-3013c27d7049230c,EVT-9e3d5ee17d384595,EVT-6324c64a793fbffd",completed,record_15,yes,86,"EVT-8bfc15042aa04aac,EVT-3e8ee7536461560d,EVT-26a05a1e9ca7b340,EVT-3013c27d7049230c,EVT-9e3d5ee17d384595,EVT-6324c64a793fbffd",2026-09-12T20:43:00Z,2026-09-12T20:44:30Z
CASE-17c2d8db28057228,malicious,user,EVT-290c0dcb0f27553a,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-8423d210792b65e3,EVT-cb8c2a93a72f1e73",completed,record_06,no,88,"EVT-290c0dcb0f27553a,EVT-af799e08ddd14e03,EVT-8423d210792b65e3,EVT-cb8c2a93a72f1e73",2026-09-12T20:45:00Z,2026-09-12T20:46:30Z
CASE-e29090e9705394da,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-5106648c5b1d3398,2026-09-12T20:47:00Z,2026-09-12T20:48:30Z
CASE-6e375412ac54d4cc,malicious,user,EVT-ff2499f99ad302a9,"EVT-ff2499f99ad302a9,EVT-2ab88c8701706a77,EVT-7e5d9a953e79262c",unknown,,unknown,88,"EVT-ff2499f99ad302a9,EVT-2ab88c8701706a77,EVT-7e5d9a953e79262c",2026-09-12T20:49:00Z,2026-09-12T20:50:30Z
CASE-5fc27657695ea92e,malicious,rag_corpus,DOC-61de1caa10-C1,"EVT-b10a03a54d83c4ab,EVT-76743c55e101c5aa,EVT-2bdd180e9b41c412",none,,no,82,"EVT-b10a03a54d83c4ab,EVT-76743c55e101c5aa,EVT-2bdd180e9b41c412",2026-09-12T20:51:00Z,2026-09-12T20:52:30Z
CASE-6bf5229332448a5a,malicious,unknown,unknown,"EVT-ebaa5741293df7f0,EVT-188644970c795573,EVT-79ac0727c6fae3c8",unknown,,no,55,"EVT-ebaa5741293df7f0,EVT-188644970c795573,EVT-79ac0727c6fae3c8",2026-09-12T20:53:00Z,2026-09-12T20:54:30Z
CASE-89e98b3153811ed5,malicious,unknown,unknown,"EVT-501656d5cb0bdccd,EVT-d3b7cde0a63e1f19,EVT-e31bf05d3a4db7fa,EVT-eae9aa2e1af141f4,EVT-f797f8bf4f71aa48,EVT-c4123dec98c2834d,EVT-3175f79112a381e5",completed,,no,55,"EVT-501656d5cb0bdccd,EVT-d3b7cde0a63e1f19,EVT-e31bf05d3a4db7fa,EVT-eae9aa2e1af141f4,EVT-f797f8bf4f71aa48,EVT-c4123dec98c2834d,EVT-3175f79112a381e5",2026-09-12T20:55:00Z,2026-09-12T20:56:30Z
CASE-0d695b385a4ea6f6,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-856aa18d49073b57,2026-09-12T20:57:00Z,2026-09-12T20:58:30Z
CASE-b743e2ce35b20bf3,malicious,rag_corpus,DOC-876e301f67-C1,"EVT-2b994dde36c79563,EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-64e11aa2d7e10ba7,EVT-2601f04bc1948cf4",completed,record_16,no,82,"EVT-2b994dde36c79563,EVT-41cfd19830ba0853,EVT-2afcb3f0a51cc4f2,EVT-64e11aa2d7e10ba7,EVT-2601f04bc1948cf4",2026-09-12T20:59:00Z,2026-09-12T21:00:30Z
CASE-30832b969c9a95c3,benign,none,,,none,,no,80,"EVT-26c296d3302c1d99,EVT-ef81ffd06aac29da,EVT-263d75df630374eb,EVT-dbf7d7f376ff5d19",2026-09-12T21:01:00Z,2026-09-12T21:02:30Z
CASE-865c73a1885681e0,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-93a0dd90c9905ce8,2026-09-12T21:03:00Z,2026-09-12T21:04:30Z
CASE-7cfe43a346400c1e,malicious,rag_corpus,DOC-0bbed0e3c2-C1,"EVT-7302027ff30d839c,EVT-2c99eacd04cc49a8,EVT-f5dbfda7a7c06332",none,,no,82,"EVT-7302027ff30d839c,EVT-2c99eacd04cc49a8,EVT-f5dbfda7a7c06332",2026-09-12T21:05:00Z,2026-09-12T21:06:30Z
CASE-3d75e8fb4a44d511,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-30e89e5f74e2e388,2026-09-12T21:07:00Z,2026-09-12T21:08:30Z
CASE-e43daf91de764c29,malicious,user,EVT-9f4a87b6794e14e8,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",attempted,token_21,unknown,88,"EVT-9f4a87b6794e14e8,EVT-fa8ac3cec166da84,EVT-f935080f4e673a3c,EVT-5e4fe13711d2c0dd",2026-09-12T21:09:00Z,2026-09-12T21:10:30Z
CASE-2f69dc135470a4ba,benign,none,,,none,,no,80,"EVT-bb8c548427b9a961,EVT-1e7a98c44867ce5f",2026-09-12T21:11:00Z,2026-09-12T21:12:30Z
CASE-75f46f903a7b814a,malicious,user,EVT-c3c546fdffed4fea,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-9c9fdc8437d0095d,EVT-b8ba666d51d49657",unknown,,unknown,88,"EVT-c3c546fdffed4fea,EVT-2bc3d271236bb023,EVT-9c9fdc8437d0095d,EVT-b8ba666d51d49657",2026-09-12T21:13:00Z,2026-09-12T21:14:30Z
CASE-0dfd27e9e4957efd,malicious,rag_corpus,DOC-dba02e7308-C1,"EVT-eb20b199214c779c,EVT-8517d7b2eda86037,EVT-8a50a85eea5b5b61",none,,no,82,"EVT-eb20b199214c779c,EVT-8517d7b2eda86037,EVT-8a50a85eea5b5b61",2026-09-12T21:15:00Z,2026-09-12T21:16:30Z
CASE-74e238acc117c68c,malicious,user,EVT-8429e5c691808219,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-6bd9668cb479da66",unknown,,no,75,"EVT-8429e5c691808219,EVT-b20f265d676293d2,EVT-6bd9668cb479da66",2026-09-12T21:17:00Z,2026-09-12T21:18:30Z
CASE-6054e7ad7821193f,malicious,tool_output,TOOL-1350b9b60c92c1d6,"EVT-1350b9b60c92c1d6,EVT-cb2f1da49426765e,EVT-77f7138514ded4e7,EVT-2034b6da78e3dcf0",completed,record_08,yes,86,"EVT-1350b9b60c92c1d6,EVT-cb2f1da49426765e,EVT-77f7138514ded4e7,EVT-2034b6da78e3dcf0",2026-09-12T21:19:00Z,2026-09-12T21:20:30Z
CASE-f091c616490aaa90,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-8b0455b9d16827f5,2026-09-12T21:21:00Z,2026-09-12T21:22:30Z
CASE-9e5f9efc5ac024a3,malicious,rag_corpus,DOC-0da619eed8-C1,"EVT-fb030eaf077b2f1b,EVT-b39c7bc9cdf58071,EVT-f986c9e2c2627d5f,EVT-a4d6c54206370460,EVT-52ce33dafa051c5f",completed,,yes,82,"EVT-fb030eaf077b2f1b,EVT-b39c7bc9cdf58071,EVT-f986c9e2c2627d5f,EVT-a4d6c54206370460,EVT-52ce33dafa051c5f",2026-09-12T21:23:00Z,2026-09-12T21:24:30Z
CASE-45f2c675e34c20cf,benign,none,,,none,,no,80,"EVT-55cf6c08b1bb9fe5,EVT-95c38c770005c63e,EVT-b05a824fbc4d1244,EVT-df4a57c45ea2f348",2026-09-12T21:25:00Z,2026-09-12T21:26:30Z
CASE-807902988dc411cc,benign,none,,,none,,no,80,"EVT-2129d068e186b7aa,EVT-ff9806b631f6e3a9,EVT-641168b21a41a78d",2026-09-12T21:27:00Z,2026-09-12T21:28:30Z
CASE-d75bc49437afd13c,benign,none,,,none,,no,80,"EVT-2e1ff0786c77d6af,EVT-f2623f97490494f0,EVT-b10f1d8d34ba3a3c",2026-09-12T21:29:00Z,2026-09-12T21:30:30Z
CASE-56dfaf0cb46f6982,malicious,rag_corpus,DOC-455d3a740e-C1,"EVT-0aabdd2b50457fc6,EVT-b787435aaba23b41,EVT-9742ed7402b70754,EVT-af27f5345722978a,EVT-053e34fa08a24cbc,EVT-db2b0adcf2ce0aab",completed,token_04,yes,82,"EVT-0aabdd2b50457fc6,EVT-b787435aaba23b41,EVT-9742ed7402b70754,EVT-af27f5345722978a,EVT-053e34fa08a24cbc,EVT-db2b0adcf2ce0aab",2026-09-12T21:31:00Z,2026-09-12T21:32:30Z
CASE-8126cf1b807fff83,benign,none,,,none,,no,80,"EVT-f92efd411c5f7e56,EVT-59a1e05b76d9f17a",2026-09-12T21:33:00Z,2026-09-12T21:34:30Z
CASE-6fba24b204b62859,malicious,rag_corpus,DOC-3fba177a24-C1,"EVT-e9bad0e079160308,EVT-9a84ccd30eb9086e,EVT-a478d630e76496c6,EVT-727f5f067804344a",unknown,,unknown,82,"EVT-e9bad0e079160308,EVT-9a84ccd30eb9086e,EVT-a478d630e76496c6,EVT-727f5f067804344a",2026-09-12T21:35:00Z,2026-09-12T21:36:30Z
CASE-ba8f3fa2fad076be,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-132e670e9974191a,2026-09-12T21:37:00Z,2026-09-12T21:38:30Z
CASE-a6a0308c696b2c59,benign,none,,,completed,,yes,80,"EVT-662cc9f66fc6c2d8,EVT-f05514e28a51a32d,EVT-faa71a369ea48b5c,EVT-e44730ea5b9d1ca2",2026-09-12T21:39:00Z,2026-09-12T21:40:30Z
CASE-e2ba452ce7bbd987,malicious,rag_corpus,DOC-27812a769b-C1,"EVT-319f0ecc565474f9,EVT-adbcec8dfbd756b6,EVT-ff4ebd70290e113c",unknown,,unknown,82,"EVT-319f0ecc565474f9,EVT-adbcec8dfbd756b6,EVT-ff4ebd70290e113c",2026-09-12T21:41:00Z,2026-09-12T21:42:30Z
CASE-610ed421c18284a1,malicious,user,EVT-4912800ab8397017,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",completed,record_03,no,75,"EVT-4912800ab8397017,EVT-3098009190a0b6a8,EVT-b9bc83693adb94ac,EVT-41f92c0a28783923",2026-09-12T21:43:00Z,2026-09-12T21:44:30Z
CASE-90db577464606adc,malicious,tool_output,TOOL-058a0632f405096e,"EVT-058a0632f405096e,EVT-850e86d3771832f3,EVT-e3cbb24d2e15c9a6,EVT-62462d0dd68a5e40",completed,record_13,yes,86,"EVT-058a0632f405096e,EVT-850e86d3771832f3,EVT-e3cbb24d2e15c9a6,EVT-62462d0dd68a5e40",2026-09-12T21:45:00Z,2026-09-12T21:46:30Z
CASE-ec963162db19c843,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-faade00a64ab7c0c,2026-09-12T21:47:00Z,2026-09-12T21:48:30Z
CASE-76fa62a03ccc6dcd,malicious,user,EVT-0379e30b6f17f877,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-17ca6acf2b20513a,EVT-a6b319acb1b7ca8d",completed,record_04,no,88,"EVT-0379e30b6f17f877,EVT-b75cdcedb49611c5,EVT-17ca6acf2b20513a,EVT-a6b319acb1b7ca8d",2026-09-12T21:49:00Z,2026-09-12T21:50:30Z
CASE-153e034837fd9914,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-e840f1dbafdacb5e,2026-09-12T21:51:00Z,2026-09-12T21:52:30Z
CASE-fc251ef28d9e3f6c,malicious,rag_corpus,DOC-c254f9464f-C1,"EVT-bc932d581474f2ec,EVT-cd5536565fdf0e46,EVT-cfc6a8cd67aded75",none,,no,82,"EVT-bc932d581474f2ec,EVT-cd5536565fdf0e46,EVT-cfc6a8cd67aded75",2026-09-12T21:53:00Z,2026-09-12T21:54:30Z
CASE-2414cd218ce49b35,benign,none,,,none,,no,80,"EVT-54d8398cafcaad64,EVT-c850ea68af6215fb,EVT-726991060fc1861a,EVT-8828e78f6104c3b1,EVT-17c6fc67f5695653",2026-09-12T21:55:00Z,2026-09-12T21:56:30Z
CASE-5be19301d58eafc7,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-402f977e8b3ce60b,2026-09-12T21:57:00Z,2026-09-12T21:58:30Z
CASE-73eddfcb6f114a60,benign,none,,,none,,no,80,"EVT-0ad517fcad0bbfd8,EVT-dc4d88feab952ad3,EVT-39c2524ff2f41cfa",2026-09-12T21:59:00Z,2026-09-12T22:00:30Z
CASE-3d79768e42305020,malicious,unknown,unknown,"EVT-ea54105f2c985fe0,EVT-837113d3ce7525af,EVT-328fa3c97899ea62,EVT-5df1c5d82868e28d",completed,record_14,no,55,"EVT-ea54105f2c985fe0,EVT-837113d3ce7525af,EVT-328fa3c97899ea62,EVT-5df1c5d82868e28d",2026-09-12T22:01:00Z,2026-09-12T22:02:30Z
CASE-8e9f41a936261c8d,malicious,user,EVT-efa673463ff529d1,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",none,,unknown,88,"EVT-efa673463ff529d1,EVT-c27cf4edf7404152",2026-09-12T22:03:00Z,2026-09-12T22:04:30Z
CASE-c5eb758833ec8bc1,malicious,rag_corpus,DOC-6033820423-C1,"EVT-21fb8a1bc24f00fe,EVT-7f0b84aa3a6df5b4,EVT-0ec5c162e77ae381,EVT-a3a308a359d0051c,EVT-7578187d64185cf8",completed,record_06,no,82,"EVT-21fb8a1bc24f00fe,EVT-7f0b84aa3a6df5b4,EVT-0ec5c162e77ae381,EVT-a3a308a359d0051c,EVT-7578187d64185cf8",2026-09-12T22:05:00Z,2026-09-12T22:06:30Z
CASE-9539e0a8d82f06a1,benign,none,,,none,,no,80,"EVT-a037b9a2b70dacbb,EVT-eec5587665893601",2026-09-12T22:07:00Z,2026-09-12T22:08:30Z
CASE-98af563b4ff1a935,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-c9356f8c3a058f28,2026-09-12T22:09:00Z,2026-09-12T22:10:30Z
CASE-f9085358924a97d4,malicious,user,EVT-172afe9e6623aa46,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-aa515ab0bb6bfdd7,EVT-055091d04a92b484",unknown,,unknown,88,"EVT-172afe9e6623aa46,EVT-76df8fccbf5b6c1d,EVT-aa515ab0bb6bfdd7,EVT-055091d04a92b484",2026-09-12T22:11:00Z,2026-09-12T22:12:30Z
CASE-6a38d31278c744e2,malicious,user,EVT-f00edea5412b0aa5,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-75f408825af2e441,EVT-7b1138a4f2c97d5f",completed,record_27,no,75,"EVT-f00edea5412b0aa5,EVT-70fe01acdbd59045,EVT-75f408825af2e441,EVT-7b1138a4f2c97d5f",2026-09-12T22:13:00Z,2026-09-12T22:14:30Z
CASE-242d38e88b81e8b3,malicious,user,EVT-a2172b05d45a9256,"EVT-a2172b05d45a9256,EVT-e192930ce9328288,EVT-830d11449b70135a",none,,unknown,88,"EVT-a2172b05d45a9256,EVT-e192930ce9328288,EVT-830d11449b70135a",2026-09-12T22:15:00Z,2026-09-12T22:16:30Z
CASE-4956ecc93e8f936a,indeterminate,unknown,unknown,,unknown,,unknown,15,EVT-29a812cb9fb241dc,2026-09-12T22:17:00Z,2026-09-12T22:18:30Z
CASE-e581b9f994fa5876,benign,none,,,none,,no,80,"EVT-ad8e71cee1681aeb,EVT-aac944d6534c7366,EVT-1bc590c91578dc29",2026-09-12T22:19:00Z,2026-09-12T22:20:30Z
